StartDate,Value (kWh),day_of_week,notes
2016-12-06 14:00:00,1.139,1,weekday
2016-12-06 15:00:00,0.754,1,weekday
2016-12-06 16:00:00,0.9129999999999999,1,weekday
2016-12-06 17:00:00,3.0639999999999996,1,weekday
2016-12-06 18:00:00,0.9079999999999999,1,weekday
2016-12-06 19:00:00,1.156,1,weekday
2016-12-06 20:00:00,1.306,1,weekday
2016-12-06 21:00:00,2.927,1,weekday
2016-12-06 22:00:00,3.135,1,weekday
2016-12-06 23:00:00,1.454,1,weekday
2016-06-13 00:00:00,0.956,0,weekday
2016-06-13 01:00:00,1.29,0,weekday
2016-06-13 02:00:00,1.182,0,weekday
2016-06-13 03:00:00,0.909,0,weekday
2016-06-13 04:00:00,0.8029999999999999,0,weekday
2016-06-13 05:00:00,0.605,0,weekday
2016-06-13 06:00:00,0.47600000000000003,0,weekday
2016-06-13 07:00:00,0.5720000000000001,0,weekday
2016-06-13 08:00:00,0.436,0,weekday
2016-06-13 09:00:00,0.39399999999999996,0,weekday
2016-06-13 10:00:00,0.47700000000000004,0,weekday
2016-06-13 11:00:00,0.474,0,weekday
2016-06-13 12:00:00,0.6579999999999999,0,weekday
2016-06-13 13:00:00,0.569,0,weekday
2016-06-13 14:00:00,0.391,0,weekday
2016-06-13 15:00:00,0.5489999999999999,0,weekday
2016-06-13 16:00:00,1.514,0,weekday
2016-06-13 17:00:00,5.064,0,weekday
2016-06-13 18:00:00,4.934,0,weekday
2016-06-13 19:00:00,3.386,0,weekday
2016-06-13 20:00:00,3.05,0,weekday
2016-06-13 21:00:00,3.292,0,weekday
2016-06-13 22:00:00,2.688,0,weekday
2016-06-13 23:00:00,2.1959999999999997,0,weekday
2016-06-14 00:00:00,0.991,1,weekday
2016-06-14 01:00:00,1.511,1,weekday
2016-06-14 02:00:00,1.268,1,weekday
2016-06-14 03:00:00,0.935,1,weekday
2016-06-14 04:00:00,1.2209999999999999,1,weekday
2016-06-14 05:00:00,0.6859999999999999,1,weekday
2016-06-14 06:00:00,0.575,1,weekday
2016-06-14 07:00:00,0.514,1,weekday
2016-06-14 08:00:00,0.493,1,weekday
2016-06-14 09:00:00,0.629,1,weekday
2016-06-14 10:00:00,0.441,1,weekday
2016-06-14 11:00:00,0.706,1,weekday
2016-06-14 12:00:00,0.828,1,weekday
2016-06-14 13:00:00,0.835,1,weekday
2016-06-14 14:00:00,0.56,1,weekday
2016-06-14 15:00:00,0.444,1,weekday
2016-06-14 16:00:00,3.364,1,weekday
2016-06-14 17:00:00,5.0169999999999995,1,weekday
2016-06-14 18:00:00,5.1739999999999995,1,weekday
2016-06-14 19:00:00,4.387,1,weekday
2016-06-14 20:00:00,5.239,1,weekday
2016-06-14 21:00:00,4.571000000000001,1,weekday
2016-06-14 22:00:00,3.946,1,weekday
2016-06-14 23:00:00,2.349,1,weekday
2016-06-15 00:00:00,2.008,2,weekday
2016-06-15 01:00:00,1.705,2,weekday
2016-06-15 02:00:00,1.328,2,weekday
2016-06-15 03:00:00,1.472,2,weekday
2016-06-15 04:00:00,1.31,2,weekday
2016-06-15 05:00:00,0.64,2,weekday
2016-06-15 06:00:00,0.483,2,weekday
2016-06-15 07:00:00,0.6659999999999999,2,weekday
2016-06-15 08:00:00,0.452,2,weekday
2016-06-15 09:00:00,0.682,2,weekday
2016-06-15 10:00:00,0.9990000000000001,2,weekday
2016-06-15 11:00:00,0.8440000000000001,2,weekday
2016-06-15 12:00:00,0.42700000000000005,2,weekday
2016-06-15 13:00:00,0.381,2,weekday
2016-06-15 14:00:00,0.251,2,weekday
2016-06-15 15:00:00,0.27899999999999997,2,weekday
2016-06-15 16:00:00,2.296,2,weekday
2016-06-15 17:00:00,5.278,2,weekday
2016-06-15 18:00:00,5.485,2,weekday
2016-06-15 19:00:00,3.822,2,weekday
2016-06-15 20:00:00,3.467,2,weekday
2016-06-15 21:00:00,3.5669999999999997,2,weekday
2016-06-15 22:00:00,1.8969999999999998,2,weekday
2016-06-15 23:00:00,2.041,2,weekday
2016-06-16 00:00:00,1.591,3,weekday
2016-06-16 01:00:00,1.2690000000000001,3,weekday
2016-06-16 02:00:00,1.4509999999999998,3,weekday
2016-06-16 03:00:00,1.215,3,weekday
2016-06-16 04:00:00,1.3359999999999999,3,weekday
2016-06-16 05:00:00,0.638,3,weekday
2016-06-16 06:00:00,0.489,3,weekday
2016-06-16 07:00:00,0.444,3,weekday
2016-06-16 08:00:00,0.33299999999999996,3,weekday
2016-06-16 09:00:00,0.342,3,weekday
2016-06-16 10:00:00,0.374,3,weekday
2016-06-16 11:00:00,0.34600000000000003,3,weekday
2016-06-16 12:00:00,0.505,3,weekday
2016-06-16 13:00:00,0.624,3,weekday
2016-06-16 14:00:00,0.48,3,weekday
2016-06-16 15:00:00,0.488,3,weekday
2016-06-16 16:00:00,3.682,3,weekday
2016-06-16 17:00:00,5.207999999999999,3,weekday
2016-06-16 18:00:00,4.658,3,weekday
2016-06-16 19:00:00,4.178999999999999,3,weekday
2016-06-16 20:00:00,3.8339999999999996,3,weekday
2016-06-16 21:00:00,3.545,3,weekday
2016-06-16 22:00:00,4.018,3,weekday
2016-06-16 23:00:00,2.2430000000000003,3,weekday
2016-06-17 00:00:00,1.5219999999999998,4,weekday
2016-06-17 01:00:00,1.595,4,weekday
2016-06-17 02:00:00,1.507,4,weekday
2016-06-17 03:00:00,1.225,4,weekday
2016-06-17 04:00:00,1.537,4,weekday
2016-06-17 05:00:00,0.657,4,weekday
2016-06-17 06:00:00,0.451,4,weekday
2016-06-17 07:00:00,0.37799999999999995,4,weekday
2016-06-17 08:00:00,0.769,4,weekday
2016-06-17 09:00:00,0.509,4,weekday
2016-06-17 10:00:00,0.51,4,weekday
2016-06-17 11:00:00,0.573,4,weekday
2016-06-17 12:00:00,0.40399999999999997,4,weekday
2016-06-17 13:00:00,0.28,4,weekday
2016-06-17 14:00:00,0.28,4,weekday
2016-06-17 15:00:00,0.847,4,weekday
2016-06-17 16:00:00,5.317,4,weekday
2016-06-17 17:00:00,4.476,4,weekday
2016-06-17 18:00:00,4.105,4,weekday
2016-06-17 19:00:00,4.281000000000001,4,weekday
2016-06-17 20:00:00,3.389,4,weekday
2016-06-17 21:00:00,2.375,4,weekday
2016-06-17 22:00:00,2.267,4,weekday
2016-06-17 23:00:00,2.1069999999999998,4,weekday
2016-06-18 00:00:00,1.8869999999999998,5,weekend
2016-06-18 01:00:00,1.5830000000000002,5,weekend
2016-06-18 02:00:00,1.195,5,weekend
2016-06-18 03:00:00,1.177,5,weekend
2016-06-18 04:00:00,1.311,5,weekend
2016-06-18 05:00:00,0.622,5,weekend
2016-06-18 06:00:00,0.33799999999999997,5,weekend
2016-06-18 07:00:00,0.413,5,weekend
2016-06-18 08:00:00,0.38299999999999995,5,weekend
2016-06-18 09:00:00,0.43700000000000006,5,weekend
2016-06-18 10:00:00,0.45299999999999996,5,weekend
2016-06-18 11:00:00,0.47600000000000003,5,weekend
2016-06-18 12:00:00,1.29,5,weekend
2016-06-18 13:00:00,3.022,5,weekend
2016-06-18 14:00:00,2.3209999999999997,5,weekend
2016-06-18 15:00:00,1.796,5,weekend
2016-06-18 16:00:00,2.9989999999999997,5,weekend
2016-06-18 17:00:00,5.43,5,weekend
2016-06-18 18:00:00,4.113,5,weekend
2016-06-18 19:00:00,4.413,5,weekend
2016-06-18 20:00:00,0.643,5,weekend
2016-06-18 21:00:00,3.7939999999999996,5,weekend
2016-06-18 22:00:00,2.224,5,weekend
2016-06-18 23:00:00,4.09,5,weekend
2016-06-19 00:00:00,2.5069999999999997,6,weekend
2016-06-19 01:00:00,2.201,6,weekend
2016-06-19 02:00:00,1.723,6,weekend
2016-06-19 03:00:00,1.392,6,weekend
2016-06-19 04:00:00,1.3840000000000001,6,weekend
2016-06-19 05:00:00,0.679,6,weekend
2016-06-19 06:00:00,0.425,6,weekend
2016-06-19 07:00:00,0.371,6,weekend
2016-06-19 08:00:00,0.43700000000000006,6,weekend
2016-06-19 09:00:00,0.47100000000000003,6,weekend
2016-06-19 10:00:00,0.45,6,weekend
2016-06-19 11:00:00,1.393,6,weekend
2016-06-19 12:00:00,1.5819999999999999,6,weekend
2016-06-19 13:00:00,1.52,6,weekend
2016-06-19 14:00:00,1.6909999999999998,6,weekend
2016-06-19 15:00:00,5.0,6,weekend
2016-06-19 16:00:00,4.056,6,weekend
2016-06-19 17:00:00,3.88,6,weekend
2016-06-19 18:00:00,3.957,6,weekend
2016-06-19 19:00:00,3.051,6,weekend
2016-06-19 20:00:00,3.0039999999999996,6,weekend
2016-06-19 21:00:00,2.782,6,weekend
2016-06-19 22:00:00,1.9069999999999998,6,weekend
2016-06-19 23:00:00,1.696,6,weekend
2016-06-20 00:00:00,1.307,0,weekday
2016-06-20 01:00:00,1.2830000000000001,0,weekday
2016-06-20 02:00:00,1.242,0,weekday
2016-06-20 03:00:00,1.0759999999999998,0,weekday
2016-06-20 04:00:00,1.1159999999999999,0,weekday
2016-06-20 05:00:00,0.615,0,weekday
2016-06-20 06:00:00,0.517,0,weekday
2016-06-20 07:00:00,0.5,0,weekday
2016-06-20 08:00:00,0.469,0,weekday
2016-06-20 09:00:00,0.524,0,weekday
2016-06-20 10:00:00,0.515,0,weekday
2016-06-20 11:00:00,0.552,0,weekday
2016-06-20 12:00:00,0.614,0,weekday
2016-06-20 13:00:00,0.513,0,weekday
2016-06-20 14:00:00,0.616,0,weekday
2016-06-20 15:00:00,0.574,0,weekday
2016-06-20 16:00:00,3.8710000000000004,0,weekday
2016-06-20 17:00:00,3.239,0,weekday
2016-06-20 18:00:00,3.4989999999999997,0,weekday
2016-06-20 19:00:00,2.855,0,weekday
2016-06-20 20:00:00,3.225,0,weekday
2016-06-20 21:00:00,4.502,0,weekday
2016-06-20 22:00:00,3.154,0,weekday
2016-06-20 23:00:00,2.522,0,weekday
2016-06-21 00:00:00,1.4169999999999998,1,weekday
2016-06-21 01:00:00,1.234,1,weekday
2016-06-21 02:00:00,1.1740000000000002,1,weekday
2016-06-21 03:00:00,1.6219999999999999,1,weekday
2016-06-21 04:00:00,0.912,1,weekday
2016-06-21 05:00:00,0.578,1,weekday
2016-06-21 06:00:00,0.457,1,weekday
2016-06-21 07:00:00,0.43799999999999994,1,weekday
2016-06-21 08:00:00,0.371,1,weekday
2016-06-21 09:00:00,0.376,1,weekday
2016-06-21 10:00:00,0.564,1,weekday
2016-06-21 11:00:00,0.606,1,weekday
2016-06-21 12:00:00,0.495,1,weekday
2016-06-21 13:00:00,0.46299999999999997,1,weekday
2016-06-21 14:00:00,0.401,1,weekday
2016-06-21 15:00:00,0.486,1,weekday
2016-06-21 16:00:00,2.4859999999999998,1,weekday
2016-06-21 17:00:00,3.807,1,weekday
2016-06-21 18:00:00,3.694,1,weekday
2016-06-21 19:00:00,2.7880000000000003,1,weekday
2016-06-21 20:00:00,1.902,1,weekday
2016-06-21 21:00:00,3.594,1,weekday
2016-06-21 22:00:00,2.733,1,weekday
2016-06-21 23:00:00,1.8869999999999998,1,weekday
2016-06-22 00:00:00,1.315,2,weekday
2016-06-22 01:00:00,1.34,2,weekday
2016-06-22 02:00:00,1.153,2,weekday
2016-06-22 03:00:00,1.09,2,weekday
2016-06-22 04:00:00,1.3030000000000002,2,weekday
2016-06-22 05:00:00,0.628,2,weekday
2016-06-22 06:00:00,0.47100000000000003,2,weekday
2016-06-22 07:00:00,0.73,2,weekday
2016-06-22 08:00:00,0.541,2,weekday
2016-06-22 09:00:00,0.45299999999999996,2,weekday
2016-06-22 10:00:00,0.44299999999999995,2,weekday
2016-06-22 11:00:00,0.727,2,weekday
2016-06-22 12:00:00,0.55,2,weekday
2016-06-22 13:00:00,0.47600000000000003,2,weekday
2016-06-22 14:00:00,0.33899999999999997,2,weekday
2016-06-22 15:00:00,0.444,2,weekday
2016-06-22 16:00:00,2.747,2,weekday
2016-06-22 17:00:00,4.55,2,weekday
2016-06-22 18:00:00,4.2139999999999995,2,weekday
2016-06-22 19:00:00,4.058,2,weekday
2016-06-22 20:00:00,4.442,2,weekday
2016-06-22 21:00:00,3.6489999999999996,2,weekday
2016-06-22 22:00:00,3.617,2,weekday
2016-06-22 23:00:00,3.1210000000000004,2,weekday
2016-06-23 00:00:00,2.627,3,weekday
2016-06-23 01:00:00,2.42,3,weekday
2016-06-23 02:00:00,1.73,3,weekday
2016-06-23 03:00:00,1.4240000000000002,3,weekday
2016-06-23 04:00:00,1.489,3,weekday
2016-06-23 05:00:00,0.917,3,weekday
2016-06-23 06:00:00,0.405,3,weekday
2016-06-23 07:00:00,0.43,3,weekday
2016-06-23 08:00:00,0.35200000000000004,3,weekday
2016-06-23 09:00:00,0.40299999999999997,3,weekday
2016-06-23 10:00:00,0.922,3,weekday
2016-06-23 11:00:00,1.1059999999999999,3,weekday
2016-06-23 12:00:00,0.625,3,weekday
2016-06-23 13:00:00,0.505,3,weekday
2016-06-23 14:00:00,0.32,3,weekday
2016-06-23 15:00:00,2.5140000000000002,3,weekday
2016-06-23 16:00:00,2.803,3,weekday
2016-06-23 17:00:00,3.1689999999999996,3,weekday
2016-06-23 18:00:00,4.042,3,weekday
2016-06-23 19:00:00,2.884,3,weekday
2016-06-23 20:00:00,2.7939999999999996,3,weekday
2016-06-23 21:00:00,2.699,3,weekday
2016-06-23 22:00:00,1.942,3,weekday
2016-06-23 23:00:00,1.882,3,weekday
2016-06-24 00:00:00,1.15,4,weekday
2016-06-24 01:00:00,1.281,4,weekday
2016-06-24 02:00:00,0.6459999999999999,4,weekday
2016-06-24 03:00:00,1.046,4,weekday
2016-06-24 04:00:00,1.033,4,weekday
2016-06-24 05:00:00,0.47200000000000003,4,weekday
2016-06-24 06:00:00,0.633,4,weekday
2016-06-24 07:00:00,0.613,4,weekday
2016-06-24 08:00:00,0.418,4,weekday
2016-06-24 09:00:00,0.505,4,weekday
2016-06-24 10:00:00,0.466,4,weekday
2016-06-24 11:00:00,0.41200000000000003,4,weekday
2016-06-24 12:00:00,0.637,4,weekday
2016-06-24 13:00:00,0.579,4,weekday
2016-06-24 14:00:00,0.48,4,weekday
2016-06-24 15:00:00,0.49,4,weekday
2016-06-24 16:00:00,2.9560000000000004,4,weekday
2016-06-24 17:00:00,4.781000000000001,4,weekday
2016-06-24 18:00:00,3.825,4,weekday
2016-06-24 19:00:00,3.6710000000000003,4,weekday
2016-06-24 20:00:00,2.971,4,weekday
